area_code,type,diocese,sa_2022_code,african_caribbean_black,asian,other,white
047082001,ROI small area,"Cork, Cloyne and Ross",047082001,0,0,1,176
047082004/047082005,ROI small area,"Cork, Cloyne and Ross",047082004/047082005,0,0,3,142
047293003,ROI small area,"Cork, Cloyne and Ross",047293003,0,4,1,190
047293001,ROI small area,"Cork, Cloyne and Ross",047293001,0,0,1,174
047293002,ROI small area,"Cork, Cloyne and Ross",047293002,0,1,0,281
047032003,ROI small area,"Cork, Cloyne and Ross",047032003,6,16,4,510
047306001,ROI small area,"Cork, Cloyne and Ross",047306001,0,0,3,270
047210004,ROI small area,"Cork, Cloyne and Ross",047210004,0,6,11,266
047120002,ROI small area,"Cork, Cloyne and Ross",047120002,0,7,6,206
077143002,ROI small area,"Tuam, Limerick and Killaloe",077143002,0,2,1,209
077004001,ROI small area,"Tuam, Limerick and Killaloe",077004001,2,1,2,219
047164001,ROI small area,"Cork, Cloyne and Ross",047164001,0,0,0,218
047022001,ROI small area,"Cork, Cloyne and Ross",047022001,0,1,1,234
047140006,ROI small area,"Cork, Cloyne and Ross",047140006,0,0,1,215
047140008,ROI small area,"Cork, Cloyne and Ross",047140008,4,0,9,220
047245003,ROI small area,"Cork, Cloyne and Ross",047245003,0,0,3,202
047245010,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047085002,ROI small area,"Tuam, Limerick and Killaloe",047085002,1,6,5,330
047280001,ROI small area,"Cork, Cloyne and Ross",047280001,0,1,6,270
047206003,ROI small area,"Cork, Cloyne and Ross",047206003,0,1,3,221
047081002,ROI small area,"Tuam, Limerick and Killaloe",047081002,0,0,0,174
047022003,ROI small area,"Cork, Cloyne and Ross",047022003,5,1,7,261
047290002,ROI small area,"Cork, Cloyne and Ross",047290002,0,0,0,183
047265005/047265006/047265007/047265008,ROI small area,"Cork, Cloyne and Ross",047265005/047265006/047265007/047265008,0,0,6,99
047197003/047197005,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047197002/047197004,ROI small area,"Cork, Cloyne and Ross",047197002/047197004,0,2,5,298
047197001,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047321002,ROI small area,"Cork, Cloyne and Ross",047321002,0,3,1,176
047290001,ROI small area,"Cork, Cloyne and Ross",047290001,0,0,1,212
047057002,ROI small area,"Cork, Cloyne and Ross",047057002,0,2,1,175
047073002,ROI small area,"Cork, Cloyne and Ross",047073002,0,0,5,166
047232001,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047133002,ROI small area,"Cork, Cloyne and Ross",047133002,0,0,1,176
047104002,ROI small area,"Cork, Cloyne and Ross",047104002,1,0,1,171
047282005/047282006,ROI small area,"Cork, Cloyne and Ross",047282005/047282006,1,1,0,148
047274001,ROI small area,"Cork, Cloyne and Ross",047274001,1,0,4,147
047274002,ROI small area,"Cork, Cloyne and Ross",047274002,2,0,0,237
047011003,ROI small area,"Cork, Cloyne and Ross",047011003,0,0,0,164
047011001,ROI small area,"Cork, Cloyne and Ross",047011001,0,0,0,234
047011004,ROI small area,"Cork, Cloyne and Ross",047011004,0,0,0,177
047126001,ROI small area,"Cork, Cloyne and Ross",047126001,0,1,1,177
047110001,ROI small area,"Cork, Cloyne and Ross",047110001,0,0,1,251
047110003,ROI small area,"Cork, Cloyne and Ross",047110003,0,1,0,175
047089001,ROI small area,"Cork, Cloyne and Ross",047089001,0,1,1,258
077049002,ROI small area,"Tuam, Limerick and Killaloe",077049002,0,0,1,204
077163001,ROI small area,"Tuam, Limerick and Killaloe",077163001,0,0,3,363
077163002,ROI small area,"Tuam, Limerick and Killaloe",077163002,0,0,1,266
077001002,ROI small area,"Tuam, Limerick and Killaloe",077001002,1,0,0,290
077004003,ROI small area,"Tuam, Limerick and Killaloe",077004003,0,0,0,302
077146004,ROI small area,"Tuam, Limerick and Killaloe",077146004,0,0,1,161
077144001,ROI small area,"Tuam, Limerick and Killaloe",077144001,0,0,1,274
077146001,ROI small area,"Tuam, Limerick and Killaloe",077146001,0,0,8,336
077044001,ROI small area,"Tuam, Limerick and Killaloe",077044001,0,0,0,201
077044006,ROI small area,"Tuam, Limerick and Killaloe",077044006,0,1,3,225
077044007,ROI small area,"Tuam, Limerick and Killaloe",077044007,0,0,2,251
077121001,ROI small area,"Tuam, Limerick and Killaloe",077121001,1,0,2,202
077044010,ROI small area,"Tuam, Limerick and Killaloe",077044010,0,0,0,149
077118002,ROI small area,"Tuam, Limerick and Killaloe",077118002,1,1,5,251
077034001,ROI small area,"Tuam, Limerick and Killaloe",077034001,0,2,0,238
047048003,ROI small area,"Cork, Cloyne and Ross",047048003,0,0,1,231
047048002,ROI small area,"Cork, Cloyne and Ross",047048002,2,3,4,134
047176003,ROI small area,"Cork, Cloyne and Ross",047176003,4,2,1,123
047317001,ROI small area,"Cork, Cloyne and Ross",047317001,1,1,2,263
047249002,ROI small area,"Cork, Cloyne and Ross",047249002,0,6,0,208
047317002,ROI small area,"Cork, Cloyne and Ross",047317002,0,0,3,236
047263001,ROI small area,"Cork, Cloyne and Ross",047263001,0,0,0,177
047317003,ROI small area,"Cork, Cloyne and Ross",047317003,0,3,0,242
047214002,ROI small area,"Cork, Cloyne and Ross",047214002,1,1,0,206
047214001,ROI small area,"Cork, Cloyne and Ross",047214001,0,0,1,263
047214003,ROI small area,"Cork, Cloyne and Ross",047214003,3,1,0,233
047097003,ROI small area,"Cork, Cloyne and Ross",047097003,0,2,1,174
047242002,ROI small area,"Cork, Cloyne and Ross",047242002,0,0,1,270
047097001,ROI small area,"Cork, Cloyne and Ross",047097001,0,0,3,240
047006002,ROI small area,"Cork, Cloyne and Ross",047006002,0,0,1,223
077148004,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
077148005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
077148007,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
047114003,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047097004,ROI small area,"Cork, Cloyne and Ross",047097004,0,0,1,276
047182003,ROI small area,"Cork, Cloyne and Ross",047182003,2,4,4,247
047136003,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047266001,ROI small area,"Cork, Cloyne and Ross",047266001,0,0,1,89
047304002,ROI small area,"Cork, Cloyne and Ross",047304002,0,4,1,282
047263002,ROI small area,"Cork, Cloyne and Ross",047263002,0,0,3,197
047304001,ROI small area,"Cork, Cloyne and Ross",047304001,0,0,0,271
047263006,ROI small area,"Cork, Cloyne and Ross",047263006,0,0,0,265
047263003,ROI small area,"Cork, Cloyne and Ross",047263003,0,1,2,285
047263004,ROI small area,"Cork, Cloyne and Ross",047263004,0,1,0,187
047007004,ROI small area,"Cork, Cloyne and Ross",047007004,0,2,3,449
047035001,ROI small area,"Cork, Cloyne and Ross",047035001,0,1,2,322
047183001,ROI small area,"Cork, Cloyne and Ross",047183001,0,4,3,398
047028006,ROI small area,"Cork, Cloyne and Ross",047028006,0,0,1,278
047016050,ROI small area,"Cork, Cloyne and Ross",047016050,0,6,0,293
047067002,ROI small area,"Cork, Cloyne and Ross",047067002,0,0,1,355
047007003,ROI small area,"Cork, Cloyne and Ross",047007003,0,0,2,315
047120001,ROI small area,"Cork, Cloyne and Ross",047120001,0,5,4,336
047215001,ROI small area,"Cork, Cloyne and Ross",047215001,1,2,4,267
077075007,ROI small area,"Tuam, Limerick and Killaloe",077075007,0,1,0,104
077075006,ROI small area,"Tuam, Limerick and Killaloe",077075006,0,0,4,144
077153001/077153002,ROI small area,"Tuam, Limerick and Killaloe",077153001/077153002,0,1,3,225
077105002,ROI small area,"Tuam, Limerick and Killaloe",077105002,0,0,0,99
077078001,ROI small area,"Tuam, Limerick and Killaloe",077078001,0,0,1,144
047159001,ROI small area,"Cork, Cloyne and Ross",047159001,0,0,1,222
047238001,ROI small area,"Cork, Cloyne and Ross",047238001,0,7,3,222
047060004,ROI small area,"Cork, Cloyne and Ross",047060004,0,0,0,223
047139002,ROI small area,"Cork, Cloyne and Ross",047139002,0,0,2,279
047256003,ROI small area,"Cork, Cloyne and Ross",047256003,0,0,1,218
047257002,ROI small area,"Cork, Cloyne and Ross",047257002,0,1,4,213
047297001,ROI small area,"Cork, Cloyne and Ross",047297001,0,8,1,222
047090005,ROI small area,"Cork, Cloyne and Ross",047090005,0,3,0,143
077048002/077048003,ROI small area,"Tuam, Limerick and Killaloe",077048002/077048003,0,0,0,105
077043008,ROI small area,"Tuam, Limerick and Killaloe",077043008,0,1,1,168
077043005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
077043007,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
077062002,ROI small area,"Tuam, Limerick and Killaloe",077062002,0,0,2,163
077028002,ROI small area,"Tuam, Limerick and Killaloe",077028002,0,0,3,188
077030001/077030002,ROI small area,"Tuam, Limerick and Killaloe",077030001/077030002,0,0,0,196
077023006,ROI small area,"Tuam, Limerick and Killaloe",077023006,0,0,0,309
077023007,ROI small area,"Tuam, Limerick and Killaloe",077023007,0,2,1,194
077023002,ROI small area,"Tuam, Limerick and Killaloe",077023002,0,0,3,350
077049004,ROI small area,"Tuam, Limerick and Killaloe",077049004,0,0,0,262
077049001,ROI small area,"Tuam, Limerick and Killaloe",077049001,2,0,1,184
077023001,ROI small area,"Tuam, Limerick and Killaloe",077023001,0,0,0,180
077027001,ROI small area,"Tuam, Limerick and Killaloe",077027001,0,1,0,133
077099004,ROI small area,"Tuam, Limerick and Killaloe",077099004,0,4,2,281
077099003,ROI small area,"Tuam, Limerick and Killaloe",077099003,0,0,1,229
077068001,ROI small area,"Tuam, Limerick and Killaloe",077068001,1,0,0,258
077068003,ROI small area,"Tuam, Limerick and Killaloe",077068003,0,2,2,188
077091002,ROI small area,"Tuam, Limerick and Killaloe",077091002,1,1,1,255
077122001,ROI small area,"Tuam, Limerick and Killaloe",077122001,2,3,6,268
077122002,ROI small area,"Tuam, Limerick and Killaloe",077122002,0,1,1,273
077002003,ROI small area,"Tuam, Limerick and Killaloe",077002003,0,0,0,259
077122003,ROI small area,"Tuam, Limerick and Killaloe",077122003,0,0,0,166
077003001,ROI small area,"Tuam, Limerick and Killaloe",077003001,0,0,1,200
077150001,ROI small area,"Tuam, Limerick and Killaloe",077150001,2,2,8,409
077002002,ROI small area,"Tuam, Limerick and Killaloe",077002002,1,0,0,334
077092001,ROI small area,"Tuam, Limerick and Killaloe",077092001,0,1,4,265
077136009,ROI small area,"Tuam, Limerick and Killaloe",077136009,5,0,0,218
077136010,ROI small area,"Tuam, Limerick and Killaloe",077136010,0,2,1,116
077136008,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
077136005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
077111002,ROI small area,"Tuam, Limerick and Killaloe",077111002,0,0,0,187
077031001,ROI small area,"Tuam, Limerick and Killaloe",077031001,0,1,1,173
077114001,ROI small area,"Tuam, Limerick and Killaloe",077114001,0,0,1,362
077111004,ROI small area,"Tuam, Limerick and Killaloe",077111004,0,1,0,209
077138006,ROI small area,"Tuam, Limerick and Killaloe",077138006,0,0,1,289
077111003,ROI small area,"Tuam, Limerick and Killaloe",077111003,0,0,0,170
077138004,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
077138001,ROI small area,"Tuam, Limerick and Killaloe",077138001,0,0,0,180
077059001,ROI small area,"Tuam, Limerick and Killaloe",077059001,0,1,3,264
077101018,ROI small area,"Tuam, Limerick and Killaloe",077101018,0,1,4,299
077101012,ROI small area,"Tuam, Limerick and Killaloe",077101012,0,0,0,229
077101011,ROI small area,"Tuam, Limerick and Killaloe",077101011,0,1,2,222
077092003,ROI small area,"Tuam, Limerick and Killaloe",077092003,0,0,0,284
077092002,ROI small area,"Tuam, Limerick and Killaloe",077092002,0,0,0,216
077092005,ROI small area,"Tuam, Limerick and Killaloe",077092005,0,0,2,236
077092006,ROI small area,"Tuam, Limerick and Killaloe",077092006,0,10,1,270
077087001,ROI small area,"Tuam, Limerick and Killaloe",077087001,0,3,4,333
077148002,ROI small area,"Tuam, Limerick and Killaloe",077148002,0,0,2,190
077054003,ROI small area,"Tuam, Limerick and Killaloe",077054003,0,0,2,396
077054002,ROI small area,"Tuam, Limerick and Killaloe",077054002,0,0,1,369
077138007,ROI small area,"Tuam, Limerick and Killaloe",077138007,0,0,0,292
077103002,ROI small area,"Tuam, Limerick and Killaloe",077103002,0,3,3,244
077103003,ROI small area,"Tuam, Limerick and Killaloe",077103003,1,0,0,208
077039001,ROI small area,"Tuam, Limerick and Killaloe",077039001,0,0,0,204
077039002,ROI small area,"Tuam, Limerick and Killaloe",077039002,0,4,0,221
077151001,ROI small area,"Tuam, Limerick and Killaloe",077151001,0,0,0,220
077151003,ROI small area,"Tuam, Limerick and Killaloe",077151003,0,0,0,203
077030004,ROI small area,"Tuam, Limerick and Killaloe",077030004,1,0,6,268
077030003,ROI small area,"Tuam, Limerick and Killaloe",077030003,0,1,0,213
077160007,ROI small area,"Tuam, Limerick and Killaloe",077160007,1,2,3,256
077025002,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
077025001,ROI small area,"Tuam, Limerick and Killaloe",077025001,1,6,1,202
077025003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
077004002,ROI small area,"Tuam, Limerick and Killaloe",077004002,2,4,3,283
047239014,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047027005,ROI small area,"Cork, Cloyne and Ross",047027005,2,7,0,271
047235022,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047132007,ROI small area,"Cork, Cloyne and Ross",047132007,1,12,7,206
047072003,ROI small area,"Cork, Cloyne and Ross",047072003,0,4,1,285
047132033,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047235028,ROI small area,"Cork, Cloyne and Ross",047235028,6,26,6,251
047016031,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047052001/047052002,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047054009,ROI small area,"Cork, Cloyne and Ross",047054009,8,18,4,272
047298009,ROI small area,"Cork, Cloyne and Ross",047298009,0,5,1,408
047064001,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047277016,ROI small area,"Cork, Cloyne and Ross",047277016,0,3,2,342
047277014,ROI small area,"Cork, Cloyne and Ross",047277014,1,0,2,307
047101002,ROI small area,"Cork, Cloyne and Ross",047101002,0,1,4,300
047101001,ROI small area,"Cork, Cloyne and Ross",047101001,0,12,1,272
047244004,ROI small area,"Cork, Cloyne and Ross",047244004,0,0,1,247
047262003,ROI small area,"Cork, Cloyne and Ross",047262003,0,0,0,226
047193003,ROI small area,"Cork, Cloyne and Ross",047193003,0,0,0,279
047135003,ROI small area,"Cork, Cloyne and Ross",047135003,0,0,7,401
047135002,ROI small area,"Cork, Cloyne and Ross",047135002,0,0,2,278
047250002,ROI small area,"Cork, Cloyne and Ross",047250002,0,0,1,329
047250004,ROI small area,"Cork, Cloyne and Ross",047250004,0,7,0,306
047250005,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047169003,ROI small area,"Cork, Cloyne and Ross",047169003,0,5,2,284
047169004,ROI small area,"Cork, Cloyne and Ross",047169004,0,4,4,350
047169001,ROI small area,"Cork, Cloyne and Ross",047169001,3,0,0,337
047140002,ROI small area,"Cork, Cloyne and Ross",047140002,0,2,1,176
047169002,ROI small area,"Cork, Cloyne and Ross",047169002,0,0,3,313
047171001,ROI small area,"Cork, Cloyne and Ross",047171001,0,0,0,234
047140001,ROI small area,"Cork, Cloyne and Ross",047140001,1,6,6,273
047037001,ROI small area,"Cork, Cloyne and Ross",047037001,0,2,5,271
047037002,ROI small area,"Cork, Cloyne and Ross",047037002,1,1,3,207
047054015,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047054016,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047054003,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047320008,ROI small area,"Cork, Cloyne and Ross",047320008,0,0,0,312
047171003,ROI small area,"Cork, Cloyne and Ross",047171003,0,0,1,289
047245007,ROI small area,"Cork, Cloyne and Ross",047245007,58,35,19,189
047245002,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047206002,ROI small area,"Cork, Cloyne and Ross",047206002,0,1,0,203
047063001,ROI small area,"Cork, Cloyne and Ross",047063001,4,8,2,277
047060001,ROI small area,"Cork, Cloyne and Ross",047060001,1,7,1,194
047063002,ROI small area,"Cork, Cloyne and Ross",047063002,0,0,2,332
047273002,ROI small area,"Cork, Cloyne and Ross",047273002,1,0,4,244
047260002,ROI small area,"Cork, Cloyne and Ross",047260002,0,2,0,301
047129001,ROI small area,"Cork, Cloyne and Ross",047129001,2,0,2,247
047087002,ROI small area,"Cork, Cloyne and Ross",047087002,2,1,0,242
047030002,ROI small area,"Cork, Cloyne and Ross",047030002,1,2,0,318
047030003,ROI small area,"Cork, Cloyne and Ross",047030003,0,0,1,197
047087004,ROI small area,"Cork, Cloyne and Ross",047087004,1,0,0,175
047288003,ROI small area,"Cork, Cloyne and Ross",047288003,2,0,2,194
157102005,ROI small area,"Tuam, Limerick and Killaloe",157102005,0,2,1,181
157003003,ROI small area,"Tuam, Limerick and Killaloe",157003003,0,4,2,197
157102006,ROI small area,"Tuam, Limerick and Killaloe",157102006,0,1,0,206
157152001,ROI small area,"Tuam, Limerick and Killaloe",157152001,0,8,3,159
157003004,ROI small area,"Tuam, Limerick and Killaloe",157003004,0,2,2,203
157003001,ROI small area,"Tuam, Limerick and Killaloe",157003001,0,0,7,366
157003002,ROI small area,"Tuam, Limerick and Killaloe",157003002,1,0,1,254
157053003,ROI small area,"Tuam, Limerick and Killaloe",157053003,0,1,3,274
157087003,ROI small area,"Tuam, Limerick and Killaloe",157087003,0,1,1,201
157055001,ROI small area,"Tuam, Limerick and Killaloe",157055001,0,2,0,178
157102004,ROI small area,"Tuam, Limerick and Killaloe",157102004,0,0,0,223
157102003,ROI small area,"Tuam, Limerick and Killaloe",157102003,0,2,1,224
157100001,ROI small area,"Tuam, Limerick and Killaloe",157100001,0,0,1,299
157072003,ROI small area,"Tuam, Limerick and Killaloe",157072003,0,1,0,218
157126002,ROI small area,"Tuam, Limerick and Killaloe",157126002,0,0,3,232
157126006,ROI small area,"Tuam, Limerick and Killaloe",157126006,0,2,5,161
157042001,ROI small area,"Tuam, Limerick and Killaloe",157042001,0,4,4,186
157127002/157127005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
067064005,ROI small area,"Tuam, Limerick and Killaloe",067064005,1,6,8,311
157137003,ROI small area,"Tuam, Limerick and Killaloe",157137003,0,5,0,164
157137002,ROI small area,"Tuam, Limerick and Killaloe",157137002,0,0,0,191
157137006,ROI small area,"Tuam, Limerick and Killaloe",157137006,0,2,0,180
157086001,ROI small area,"Tuam, Limerick and Killaloe",157086001,0,1,3,159
157137004,ROI small area,"Tuam, Limerick and Killaloe",157137004,0,0,1,240
157137005,ROI small area,"Tuam, Limerick and Killaloe",157137005,3,0,5,163
047129002,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047129007,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047288002,ROI small area,"Cork, Cloyne and Ross",047288002,0,0,3,178
047149001,ROI small area,"Cork, Cloyne and Ross",047149001,2,2,0,248
047149002,ROI small area,"Cork, Cloyne and Ross",047149002,0,0,5,234
