area_code,type,diocese,sa_2022_code,one_person,married_couple,cohabiting_couple,married_couple_with_children,cohabiting_couple_with_children,one_parent_family_father_with_children,one_parent_family_mother_and_children,couple_and_others,couple_with_children_and_others,one_parent_family_father_with_children_and_others,one_parent_family_mother_with_children_and_others,two_or_more_family_units,non_family_households_and_relations,two_or_more_non_related_persons
187040001,ROI small area,Meath and Kildare,187040001,10,11,1,21,0,0,4,0,1,1,0,0,3,0
187081001,ROI small area,Meath and Kildare,187081001,38,35,9,49,6,2,17,0,6,0,4,3,4,1
187053001,ROI small area,Meath and Kildare,187053001,21,12,5,37,2,2,6,1,4,0,1,0,1,0
187054001,ROI small area,Meath and Kildare,187054001,21,27,6,74,8,1,3,2,2,0,0,2,3,2
187029001,ROI small area,Meath and Kildare,187029001,9,11,1,43,5,2,10,1,4,0,0,0,4,2
187070001,ROI small area,Meath and Kildare,187070001,24,23,4,46,4,5,10,1,3,0,4,3,1,1
187011001,ROI small area,Meath and Kildare,187011001,27,18,1,46,2,1,8,1,3,0,0,4,2,3
187080002,ROI small area,Meath and Kildare,187080002,10,28,2,41,1,5,8,3,2,1,1,3,3,0
187034001,ROI small area,Meath and Kildare,187034001,12,15,0,46,3,0,1,0,5,0,0,1,1,0
187046001,ROI small area,"Tuam, Limerick and Killaloe",187046001,18,30,7,45,4,2,10,0,4,1,1,1,3,3
237101001,ROI small area,"Tuam, Limerick and Killaloe",237101001,26,31,5,53,3,3,4,4,5,1,1,1,1,2
237077004,ROI small area,"Tuam, Limerick and Killaloe",237077004,13,18,2,23,2,1,3,2,1,0,0,0,1,2
237020002,ROI small area,"Tuam, Limerick and Killaloe",237020002,17,15,1,33,5,0,6,2,2,0,1,3,0,0
187083001,ROI small area,Meath and Kildare,187083001,14,18,5,40,4,3,4,0,3,0,0,1,2,1
067059001/067059004,ROI small area,"Tuam, Limerick and Killaloe",067059001/067059004,23,8,1,20,3,0,8,1,3,0,0,2,7,3
067199001,ROI small area,"Tuam, Limerick and Killaloe",067199001,24,18,2,16,3,1,10,1,1,0,1,2,2,3
067094002,ROI small area,"Tuam, Limerick and Killaloe",067094002,8,10,1,11,1,1,1,0,1,0,0,0,1,0
067059003,ROI small area,"Tuam, Limerick and Killaloe",067059003,13,13,2,12,2,1,2,1,2,0,1,0,0,0
067058002,ROI small area,"Tuam, Limerick and Killaloe",067058002,18,11,2,15,0,0,5,0,2,0,1,2,2,1
067029003,ROI small area,"Tuam, Limerick and Killaloe",067029003,16,5,4,14,3,1,8,1,2,0,1,2,3,3
067029002,ROI small area,"Tuam, Limerick and Killaloe",067029002,37,4,4,6,2,0,6,0,1,0,0,1,1,11
067192002,ROI small area,"Tuam, Limerick and Killaloe",067192002,19,12,1,11,6,0,7,2,0,0,1,0,0,2
067192008,ROI small area,"Tuam, Limerick and Killaloe",067192008,11,7,1,14,1,1,2,0,0,0,1,1,1,1
197057001,ROI small area,"Tuam, Limerick and Killaloe",197057001,16,6,1,12,2,0,6,0,2,0,0,0,1,2
157073002,ROI small area,"Tuam, Limerick and Killaloe",157073002,25,12,2,16,0,1,2,0,3,0,0,2,3,3
157056001,ROI small area,"Tuam, Limerick and Killaloe",157056001,27,20,2,15,1,0,2,0,0,0,0,1,3,0
157073001,ROI small area,"Tuam, Limerick and Killaloe",157073001,33,19,1,20,2,2,3,1,0,0,0,1,0,2
207054001,ROI small area,"Tuam, Limerick and Killaloe",207054001,14,18,1,29,2,2,3,1,2,0,0,0,3,1
207046002,ROI small area,"Tuam, Limerick and Killaloe",207046002,32,27,5,28,3,1,9,0,3,0,1,1,0,2
207032001,ROI small area,"Tuam, Limerick and Killaloe",207032001,16,9,1,13,3,1,5,1,0,0,0,0,1,4
207049001,ROI small area,"Tuam, Limerick and Killaloe",207049001,27,21,5,31,2,2,4,1,3,0,0,0,1,1
207033001,ROI small area,"Tuam, Limerick and Killaloe",207033001,28,17,3,20,1,0,2,0,3,0,0,0,2,1
207033002,ROI small area,"Tuam, Limerick and Killaloe",207033002,25,15,0,32,2,1,7,1,1,0,0,0,1,2
207053001,ROI small area,"Tuam, Limerick and Killaloe",207053001,11,17,1,18,1,1,4,0,0,0,0,0,1,0
207041002,ROI small area,"Tuam, Limerick and Killaloe",207041002,32,16,2,27,5,2,13,0,1,0,0,1,1,1
157007004,ROI small area,"Tuam, Limerick and Killaloe",157007004,25,20,5,32,4,4,7,0,1,1,3,1,3,1
157132001,ROI small area,"Tuam, Limerick and Killaloe",157132001,27,15,0,24,1,0,10,2,3,0,0,2,3,1
157132005,ROI small area,"Tuam, Limerick and Killaloe",157132005,15,2,0,14,1,0,4,1,1,1,2,0,1,0
157008002,ROI small area,"Tuam, Limerick and Killaloe",157008002,29,20,1,22,3,3,8,2,3,0,0,1,4,2
157081002,ROI small area,"Tuam, Limerick and Killaloe",157081002,16,14,0,15,1,1,2,0,2,0,1,0,1,0
157036001,ROI small area,"Tuam, Limerick and Killaloe",157036001,17,19,0,23,0,2,6,2,1,2,0,1,0,1
157036003/157036009,ROI small area,"Tuam, Limerick and Killaloe",157036003/157036009,21,17,1,30,3,2,9,1,2,0,0,1,1,0
207072001,ROI small area,"Tuam, Limerick and Killaloe",207072001,27,20,4,31,2,2,6,1,0,1,2,0,2,1
207064001,ROI small area,"Tuam, Limerick and Killaloe",207064001,17,12,0,10,1,1,3,1,0,0,0,0,0,0
157086003,ROI small area,"Tuam, Limerick and Killaloe",157086003,10,10,3,13,3,1,2,2,0,0,0,1,2,1
157137001,ROI small area,"Tuam, Limerick and Killaloe",157137001,13,13,4,32,1,1,8,0,3,0,1,0,1,0
157124001,ROI small area,"Tuam, Limerick and Killaloe",157124001,14,13,0,22,3,2,4,2,1,0,0,0,0,0
157057003,ROI small area,"Tuam, Limerick and Killaloe",157057003,17,16,2,25,2,2,2,0,2,0,0,2,0,4
157124004,ROI small area,"Tuam, Limerick and Killaloe",157124004,19,14,4,31,1,0,6,0,2,1,0,0,0,4
157124003,ROI small area,"Tuam, Limerick and Killaloe",157124003,18,11,5,29,3,0,2,0,1,0,1,2,0,1
067119001,ROI small area,"Tuam, Limerick and Killaloe",067119001,24,17,2,57,4,2,9,1,2,0,0,1,1,2
067138002,ROI small area,"Tuam, Limerick and Killaloe",067138002,16,10,5,35,5,1,2,1,2,1,0,1,2,1
067211001,ROI small area,"Tuam, Limerick and Killaloe",067211001,26,22,2,38,2,2,5,3,7,0,1,2,0,4
157069001,ROI small area,"Tuam, Limerick and Killaloe",157069001,19,6,1,24,0,1,3,0,1,0,0,2,1,3
067147002,ROI small area,"Tuam, Limerick and Killaloe",067147002,6,8,1,30,3,2,2,0,1,0,0,1,3,1
067035001,ROI small area,"Tuam, Limerick and Killaloe",067035001,23,24,4,45,5,0,7,3,4,0,1,1,2,2
067035002,ROI small area,"Tuam, Limerick and Killaloe",067035002,13,20,3,34,6,1,5,1,2,2,0,0,2,1
157021002,ROI small area,"Tuam, Limerick and Killaloe",157021002,15,9,1,31,4,1,4,1,1,0,0,1,1,2
157045002,ROI small area,"Tuam, Limerick and Killaloe",157045002,24,14,4,28,1,0,2,1,1,0,0,0,2,1
157101001,ROI small area,"Tuam, Limerick and Killaloe",157101001,13,23,3,34,1,1,5,2,1,0,1,0,3,2
157021011,ROI small area,"Tuam, Limerick and Killaloe",157021011,22,28,4,45,1,4,6,0,1,0,1,1,2,3
087026003,ROI small area,Meath and Kildare,087026003,32,16,6,64,4,2,7,1,8,1,2,4,1,10
167024003,ROI small area,Meath and Kildare,167024003,12,28,7,64,6,0,3,3,7,0,1,4,3,0
187076001,ROI small area,"Tuam, Limerick and Killaloe",187076001,11,15,5,34,4,2,2,0,3,1,2,3,0,0
187031001,ROI small area,"Tuam, Limerick and Killaloe",187031001,17,15,2,60,2,0,8,0,4,0,0,1,0,2
187012002,ROI small area,"Tuam, Limerick and Killaloe",187012002,20,13,3,23,3,1,4,0,1,0,0,0,2,0
187037001,ROI small area,"Tuam, Limerick and Killaloe",187037001,13,10,1,18,2,1,4,1,1,0,1,2,2,1
187065001,ROI small area,"Tuam, Limerick and Killaloe",187065001,21,16,4,37,3,0,4,1,2,0,0,1,0,1
187055001,ROI small area,"Tuam, Limerick and Killaloe",187055001,20,17,0,40,2,2,4,2,1,0,1,1,4,1
187032001,ROI small area,"Tuam, Limerick and Killaloe",187032001,39,18,1,58,4,5,8,4,2,0,2,3,6,2
187028001,ROI small area,"Tuam, Limerick and Killaloe",187028001,21,10,1,38,0,2,6,0,6,0,0,1,2,2
187050001,ROI small area,Meath and Kildare,187050001,18,12,4,17,3,5,3,1,2,0,0,1,5,1
187015001,ROI small area,Meath and Kildare,187015001,17,7,0,17,3,0,1,0,0,0,0,0,2,0
187085001,ROI small area,"Tuam, Limerick and Killaloe",187085001,8,6,2,14,0,2,2,0,2,0,0,0,0,0
187056001,ROI small area,"Tuam, Limerick and Killaloe",187056001,16,10,4,17,1,1,6,1,0,1,0,1,1,1
187056002,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187057001,ROI small area,"Tuam, Limerick and Killaloe",187057001,19,7,0,32,3,2,5,0,0,0,0,1,2,0
187060001,ROI small area,"Tuam, Limerick and Killaloe",187060001,10,9,1,24,2,2,4,1,0,0,1,0,1,0
187027001,ROI small area,Meath and Kildare,187027001,21,21,4,51,2,1,3,1,3,1,0,1,2,0
107025001,ROI small area,Meath and Kildare,107025001,21,22,4,64,2,0,7,2,3,0,0,4,6,1
107028001,ROI small area,"Tuam, Limerick and Killaloe",107028001,24,15,2,33,10,1,15,1,3,0,2,1,3,4
107095001,ROI small area,Meath and Kildare,107095001,19,11,1,23,1,1,2,0,3,0,0,0,2,4
107028002,ROI small area,Meath and Kildare,107028002,32,20,3,43,1,5,3,0,4,0,3,2,5,6
067143001,ROI small area,"Tuam, Limerick and Killaloe",067143001,19,16,1,45,3,2,5,1,2,0,1,1,2,4
067003002,ROI small area,"Tuam, Limerick and Killaloe",067003002,20,11,1,24,2,2,6,1,2,0,0,1,0,0
067151002,ROI small area,"Tuam, Limerick and Killaloe",067151002,20,21,4,31,4,0,6,0,2,1,0,2,3,0
067151001,ROI small area,"Tuam, Limerick and Killaloe",067151001,19,23,2,32,6,2,3,1,3,0,1,1,1,2
067159001,ROI small area,"Tuam, Limerick and Killaloe",067159001,12,15,1,26,2,1,5,0,3,0,0,2,1,2
067137001,ROI small area,"Tuam, Limerick and Killaloe",067137001,22,15,4,41,2,0,4,1,2,0,1,1,1,1
067183002,ROI small area,"Tuam, Limerick and Killaloe",067183002,13,11,1,22,4,2,8,0,0,0,0,0,2,1
067183001,ROI small area,"Tuam, Limerick and Killaloe",067183001,18,15,2,31,5,0,4,0,2,0,0,2,3,3
067124002,ROI small area,"Tuam, Limerick and Killaloe",067124002,16,18,2,33,3,0,6,2,2,0,0,2,3,2
067015002,ROI small area,"Tuam, Limerick and Killaloe",067015002,26,20,4,30,5,1,4,1,1,0,2,1,1,4
067063001,ROI small area,"Tuam, Limerick and Killaloe",067063001,24,17,2,24,4,3,10,1,2,0,0,0,3,0
067112001,ROI small area,"Tuam, Limerick and Killaloe",067112001,19,27,3,54,2,1,8,3,4,1,0,2,5,0
067016002,ROI small area,"Tuam, Limerick and Killaloe",067016002,27,16,3,45,1,0,1,1,2,0,0,0,2,2
067095001,ROI small area,"Tuam, Limerick and Killaloe",067095001,19,20,2,22,1,0,3,3,3,0,1,0,2,1
187047001,ROI small area,"Tuam, Limerick and Killaloe",187047001,12,12,3,24,1,2,4,1,5,0,0,0,0,1
067167001,ROI small area,"Tuam, Limerick and Killaloe",067167001,17,18,2,39,1,1,5,1,2,0,1,1,0,0
067156001,ROI small area,"Tuam, Limerick and Killaloe",067156001,20,10,1,14,2,0,3,0,2,0,0,1,5,1
197051001,ROI small area,"Tuam, Limerick and Killaloe",197051001,19,13,2,24,3,1,4,1,3,0,2,0,2,2
187077001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
067118001,ROI small area,"Tuam, Limerick and Killaloe",067118001,21,16,1,48,2,2,6,1,5,1,1,1,2,2
067139003,ROI small area,"Tuam, Limerick and Killaloe",067139003,17,15,1,23,6,0,4,1,1,0,1,2,2,3
067061001,ROI small area,"Tuam, Limerick and Killaloe",067061001,27,20,4,42,5,0,8,0,0,1,0,0,2,1
067061002,ROI small area,"Kilmore, Elphin and Ardagh",067061002,23,17,3,37,4,1,5,0,3,0,1,1,2,2
067132001,ROI small area,"Tuam, Limerick and Killaloe",067132001,23,9,0,21,5,3,5,0,0,0,2,0,2,0
067053002,ROI small area,"Kilmore, Elphin and Ardagh",067053002,23,10,3,34,1,1,6,0,2,0,0,1,1,1
067006002,ROI small area,"Tuam, Limerick and Killaloe",067006002,23,10,1,26,1,0,4,0,2,0,0,0,1,1
067205001,ROI small area,"Kilmore, Elphin and Ardagh",067205001,17,18,2,29,3,1,1,0,1,0,1,2,1,0
197078001/197078002,ROI small area,"Kilmore, Elphin and Ardagh",197078001/197078002,19,16,4,17,2,0,6,2,1,0,0,0,2,0
197039002,ROI small area,"Kilmore, Elphin and Ardagh",197039002,21,20,3,20,0,1,2,1,1,0,0,0,1,1
117030003,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197023001,ROI small area,"Tuam, Limerick and Killaloe",197023001,19,22,3,31,3,5,8,0,2,0,1,0,3,0
197060001,ROI small area,"Kilmore, Elphin and Ardagh",197060001,11,8,0,15,0,3,1,0,0,0,0,0,0,1
197101001,ROI small area,"Tuam, Limerick and Killaloe",197101001,22,12,6,29,1,2,1,1,2,0,0,0,1,1
197049002,ROI small area,"Kilmore, Elphin and Ardagh",197049002,18,18,4,25,1,0,6,0,0,0,1,0,1,1
197101002,ROI small area,"Tuam, Limerick and Killaloe",197101002,14,13,3,25,3,2,7,0,3,0,2,1,0,0
207004002,ROI small area,"Tuam, Limerick and Killaloe",207004002,17,14,2,28,0,0,4,1,1,0,0,0,0,0
197021001,ROI small area,"Tuam, Limerick and Killaloe",197021001,19,11,2,18,2,1,4,0,1,0,0,0,1,0
197095002,ROI small area,"Kilmore, Elphin and Ardagh",197095002,21,17,2,13,1,1,2,0,1,0,0,0,1,0
197021005,ROI small area,"Tuam, Limerick and Killaloe",197021005,34,24,3,42,3,1,4,0,1,1,0,2,0,1
197076001,ROI small area,"Kilmore, Elphin and Ardagh",197076001,20,9,2,11,1,1,5,0,0,0,0,1,2,2
197009001,ROI small area,"Kilmore, Elphin and Ardagh",197009001,18,13,7,29,2,0,10,2,1,0,0,0,5,1
197039001,ROI small area,"Kilmore, Elphin and Ardagh",197039001,19,14,0,15,2,0,2,0,0,0,0,0,0,1
197092001,ROI small area,"Kilmore, Elphin and Ardagh",197092001,20,18,7,34,5,0,3,0,1,0,0,0,1,2
117015013,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197110001,ROI small area,"Kilmore, Elphin and Ardagh",197110001,27,12,3,20,1,1,4,1,0,0,0,2,0,0
117059007,ROI small area,"Kilmore, Elphin and Ardagh",117059007,31,21,1,32,3,1,9,1,2,0,0,0,2,3
117059001,ROI small area,"Kilmore, Elphin and Ardagh",117059001,12,20,3,21,2,1,7,0,1,0,2,1,0,0
137053002,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137027001,ROI small area,"Kilmore, Elphin and Ardagh",137027001,30,17,1,54,1,1,9,3,5,0,0,0,2,2
117072002,ROI small area,"Kilmore, Elphin and Ardagh",117072002,22,24,1,42,4,0,12,1,1,0,0,1,1,7
117018001,ROI small area,"Kilmore, Elphin and Ardagh",117018001,23,13,2,25,3,1,4,1,0,0,0,1,0,0
117028001,ROI small area,"Kilmore, Elphin and Ardagh",117028001,16,23,5,27,1,0,3,2,3,0,0,0,1,2
137011001,ROI small area,"Kilmore, Elphin and Ardagh",137011001,15,18,2,32,6,2,3,0,2,0,0,0,1,1
117011001,ROI small area,"Kilmore, Elphin and Ardagh",117011001,35,29,4,42,3,0,10,1,0,0,1,1,2,2
137039001,ROI small area,"Kilmore, Elphin and Ardagh",137039001,39,19,4,37,7,1,4,0,1,0,0,0,5,4
137008002,ROI small area,"Kilmore, Elphin and Ardagh",137008002,36,15,4,24,11,1,11,0,4,0,1,0,2,9
117020001,ROI small area,"Kilmore, Elphin and Ardagh",117020001,30,16,6,27,3,1,6,1,3,0,0,3,4,1
137006002,ROI small area,"Kilmore, Elphin and Ardagh",137006002,26,20,9,28,2,0,8,2,1,0,1,0,1,1
137034001,ROI small area,"Kilmore, Elphin and Ardagh",137034001,22,17,2,37,3,2,7,1,4,0,1,1,3,2
137033001,ROI small area,"Kilmore, Elphin and Ardagh",137033001,29,23,2,54,2,1,6,0,1,1,1,2,2,1
137024001,ROI small area,"Kilmore, Elphin and Ardagh",137024001,17,6,1,19,4,1,4,1,3,1,2,1,2,0
137055001,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137051001,ROI small area,"Kilmore, Elphin and Ardagh",137051001,22,15,5,44,3,1,9,1,4,0,2,0,2,1
137018002,ROI small area,"Kilmore, Elphin and Ardagh",137018002,28,17,2,49,4,1,11,3,3,0,0,0,3,1
027078001,ROI small area,"Kilmore, Elphin and Ardagh",027078001,15,17,1,34,2,2,1,2,3,0,0,0,1,2
117037001,ROI small area,"Kilmore, Elphin and Ardagh",117037001,27,31,3,42,1,2,6,1,0,1,0,1,0,1
117051001,ROI small area,"Kilmore, Elphin and Ardagh",117051001,26,14,1,22,3,3,2,2,2,0,0,0,0,0
117066004,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117022002,ROI small area,"Kilmore, Elphin and Ardagh",117022002,25,18,2,21,2,1,5,0,0,0,0,2,0,0
117022001,ROI small area,"Kilmore, Elphin and Ardagh",117022001,23,11,1,22,6,0,5,0,1,0,0,0,2,0
117026001,ROI small area,"Kilmore, Elphin and Ardagh",117026001,25,12,2,18,4,0,4,0,1,0,0,0,1,0
117014001,ROI small area,"Kilmore, Elphin and Ardagh",117014001,21,11,0,22,1,1,0,0,1,0,0,0,1,0
207073001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207023001,ROI small area,"Tuam, Limerick and Killaloe",207023001,21,12,1,20,1,4,3,1,0,0,0,0,1,0
207005001/207005002,ROI small area,"Tuam, Limerick and Killaloe",207005001/207005002,17,14,3,26,2,2,6,1,0,0,1,0,2,0
207040002,ROI small area,"Tuam, Limerick and Killaloe",207040002,20,17,1,25,3,0,10,0,1,0,0,0,4,2
207040001,ROI small area,"Tuam, Limerick and Killaloe",207040001,12,17,3,28,1,0,4,0,0,0,0,0,1,2
207021001,ROI small area,"Tuam, Limerick and Killaloe",207021001,23,27,5,49,2,2,2,1,3,0,1,2,2,2
207070001,ROI small area,"Tuam, Limerick and Killaloe",207070001,19,15,0,25,0,1,2,0,0,0,3,0,0,0
207035001,ROI small area,"Tuam, Limerick and Killaloe",207035001,14,12,1,26,1,1,2,1,2,0,1,3,2,0
207078001,ROI small area,"Tuam, Limerick and Killaloe",207078001,19,22,1,34,1,0,5,0,1,0,0,0,2,3
207013002,ROI small area,"Tuam, Limerick and Killaloe",207013002,12,16,4,20,3,0,2,0,3,0,2,0,1,2
207034001,ROI small area,"Tuam, Limerick and Killaloe",207034001,22,18,1,23,2,1,8,0,0,0,0,1,0,0
207030006,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207055006,ROI small area,"Tuam, Limerick and Killaloe",207055006,10,15,2,18,1,1,2,1,1,1,0,0,0,3
207055004/207055008,ROI small area,"Tuam, Limerick and Killaloe",207055004/207055008,25,10,6,23,1,2,3,1,1,0,0,1,0,4
207038003,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207061001/207061003,ROI small area,"Kilmore, Elphin and Ardagh",207061001/207061003,19,12,3,19,2,1,3,0,1,0,0,0,0,1
207059002,ROI small area,"Kilmore, Elphin and Ardagh",207059002,24,9,3,26,5,1,5,4,3,0,1,0,3,0
207068001,ROI small area,"Kilmore, Elphin and Ardagh",207068001,16,17,1,34,3,0,6,0,2,0,0,0,0,0
067053001,ROI small area,"Kilmore, Elphin and Ardagh",067053001,26,13,7,37,4,0,5,1,0,0,0,1,1,0
067131007,ROI small area,"Tuam, Limerick and Killaloe",067131007,11,12,2,29,0,1,7,1,1,0,0,0,1,0
197112001,ROI small area,"Kilmore, Elphin and Ardagh",197112001,26,16,1,44,3,1,11,0,2,0,2,1,5,1
067131006,ROI small area,"Kilmore, Elphin and Ardagh",067131006,27,12,1,27,5,0,3,1,0,1,1,1,1,0
197085002,ROI small area,"Kilmore, Elphin and Ardagh",197085002,17,15,2,22,4,1,3,1,1,0,0,0,3,1
197007001,ROI small area,"Kilmore, Elphin and Ardagh",197007001,35,26,7,31,4,2,8,2,4,0,0,2,2,1
157085003,ROI small area,"Tuam, Limerick and Killaloe",157085003,20,14,5,30,1,2,3,0,2,0,1,1,3,0
157131002,ROI small area,"Tuam, Limerick and Killaloe",157131002,28,25,4,35,1,1,7,2,1,0,0,0,2,2
157146002,ROI small area,"Tuam, Limerick and Killaloe",157146002,17,15,1,36,1,1,1,0,1,0,0,1,1,0
157131001,ROI small area,"Tuam, Limerick and Killaloe",157131001,22,33,1,37,0,1,10,0,1,0,0,2,3,2
157125002,ROI small area,"Tuam, Limerick and Killaloe",157125002,19,18,3,25,1,0,5,0,1,0,0,4,2,0
157043001,ROI small area,"Tuam, Limerick and Killaloe",157043001,27,8,1,31,4,2,4,1,1,0,0,0,3,0
157043002,ROI small area,"Tuam, Limerick and Killaloe",157043002,21,15,6,29,1,1,5,1,2,0,0,2,0,1
157125003,ROI small area,"Tuam, Limerick and Killaloe",157125003,12,19,2,25,0,2,3,0,1,0,1,1,0,0
067173001,ROI small area,"Tuam, Limerick and Killaloe",067173001,22,23,4,28,1,0,9,2,0,2,1,0,1,0
157079001,ROI small area,"Tuam, Limerick and Killaloe",157079001,22,18,1,31,1,3,6,0,2,0,0,0,3,1
157059001,ROI small area,"Tuam, Limerick and Killaloe",157059001,30,32,4,36,4,4,2,3,2,0,1,0,1,1
157054001,ROI small area,"Tuam, Limerick and Killaloe",157054001,13,11,4,20,0,0,5,2,1,0,0,0,5,3
157020001,ROI small area,"Tuam, Limerick and Killaloe",157020001,11,18,3,32,1,3,2,4,0,0,0,0,1,2
157046001,ROI small area,"Tuam, Limerick and Killaloe",157046001,13,11,2,26,2,3,3,0,1,0,0,1,2,2
067130003,ROI small area,"Tuam, Limerick and Killaloe",067130003,16,26,0,43,4,2,6,0,2,0,0,3,0,0
067107002,ROI small area,"Tuam, Limerick and Killaloe",067107002,26,26,3,47,5,1,5,2,7,1,0,4,2,2
067173003,ROI small area,"Tuam, Limerick and Killaloe",067173003,26,14,0,32,3,0,5,0,3,0,0,2,2,0
067050002,ROI small area,"Tuam, Limerick and Killaloe",067050002,20,14,0,41,2,0,7,1,2,0,0,1,1,2
067093002,ROI small area,"Tuam, Limerick and Killaloe",067093002,38,21,3,44,1,0,5,0,2,1,0,1,0,2
067049001,ROI small area,"Tuam, Limerick and Killaloe",067049001,13,19,1,32,1,0,4,1,1,0,0,1,2,0
067049002,ROI small area,"Tuam, Limerick and Killaloe",067049002,19,12,1,25,5,1,2,0,1,0,0,0,1,1
067070001,ROI small area,"Tuam, Limerick and Killaloe",067070001,28,16,4,54,6,3,6,0,1,0,0,1,5,0
067196001,ROI small area,"Tuam, Limerick and Killaloe",067196001,14,15,3,33,2,2,4,1,1,0,1,1,5,0
067028001,ROI small area,"Tuam, Limerick and Killaloe",067028001,40,23,2,38,6,0,5,0,1,0,0,0,4,0
067198001,ROI small area,"Tuam, Limerick and Killaloe",067198001,42,16,1,44,5,2,8,2,5,0,1,1,2,2
067077001,ROI small area,"Tuam, Limerick and Killaloe",067077001,14,9,1,28,3,1,2,0,3,0,1,0,3,1
067073001,ROI small area,"Tuam, Limerick and Killaloe",067073001,21,19,1,19,2,1,6,1,2,0,0,0,1,0
157068003,ROI small area,"Tuam, Limerick and Killaloe",157068003,14,9,1,23,0,2,5,0,0,0,0,0,1,0
197081003,ROI small area,"Tuam, Limerick and Killaloe",197081003,28,14,3,22,3,1,5,2,0,0,0,0,1,0
157061002,ROI small area,"Tuam, Limerick and Killaloe",157061002,17,17,1,33,4,3,3,1,1,0,1,0,3,3
067210002,ROI small area,"Tuam, Limerick and Killaloe",067210002,19,7,0,17,2,1,1,3,1,1,0,1,2,1
067120002,ROI small area,"Tuam, Limerick and Killaloe",067120002,27,19,2,27,2,0,2,0,0,1,0,1,1,0
067210001,ROI small area,"Tuam, Limerick and Killaloe",067210001,17,13,1,18,3,1,4,1,2,1,0,1,0,2
067206001,ROI small area,"Tuam, Limerick and Killaloe",067206001,23,19,0,32,4,2,6,0,2,0,1,1,3,0
067111001,ROI small area,"Tuam, Limerick and Killaloe",067111001,33,16,2,24,2,0,8,3,3,0,0,1,1,4
197012002,ROI small area,"Tuam, Limerick and Killaloe",197012002,39,23,4,31,3,2,5,1,1,0,1,0,3,3
157023001,ROI small area,"Tuam, Limerick and Killaloe",157023001,19,8,1,12,0,1,5,0,1,0,1,0,0,0
157023002,ROI small area,"Tuam, Limerick and Killaloe",157023002,18,7,1,20,2,1,2,1,3,0,0,0,5,2
157031001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157084001,ROI small area,"Tuam, Limerick and Killaloe",157084001,13,9,3,17,1,0,5,0,0,0,0,0,4,1
157031003,ROI small area,"Tuam, Limerick and Killaloe",157031003,19,13,1,18,2,3,2,1,2,0,0,1,0,1
157070002,ROI small area,"Tuam, Limerick and Killaloe",157070002,27,12,3,26,1,1,3,1,3,1,0,1,1,2
157122001/157122002,ROI small area,"Tuam, Limerick and Killaloe",157122001/157122002,28,17,1,30,1,2,3,1,1,1,0,0,5,1
157111002,ROI small area,"Tuam, Limerick and Killaloe",157111002,30,21,2,21,3,1,10,1,1,0,0,1,3,0
157022002,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157110003,ROI small area,"Tuam, Limerick and Killaloe",157110003,18,9,1,14,2,0,5,0,1,0,0,0,5,0
157110001/157110002,ROI small area,"Tuam, Limerick and Killaloe",157110001/157110002,20,13,2,17,2,3,7,0,1,0,0,0,4,2
157002004,ROI small area,"Tuam, Limerick and Killaloe",157002004,21,12,4,22,2,1,3,1,0,0,0,1,2,0
157070001,ROI small area,"Tuam, Limerick and Killaloe",157070001,16,21,3,36,0,3,10,2,1,0,1,1,2,1
157120004,ROI small area,"Tuam, Limerick and Killaloe",157120004,16,13,1,29,3,0,4,0,0,0,1,1,0,2
157066001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157047001,ROI small area,"Tuam, Limerick and Killaloe",157047001,24,18,2,28,1,1,2,0,1,0,1,1,0,1
157065001,ROI small area,"Tuam, Limerick and Killaloe",157065001,22,25,2,46,2,0,9,0,1,0,2,1,3,3
