area_code,type,diocese,sa_2022_code,catholic,other_religion,no_religion,not_stated
027026001,ROI small area,"Kilmore, Elphin and Ardagh",027026001,383,14,27,8
027026002,ROI small area,"Kilmore, Elphin and Ardagh",027026002,433,13,34,7
037123003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
037012002/037012003,ROI small area,"Tuam, Limerick and Killaloe",037012002/037012003,188,4,50,9
037111002,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
037111001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
037084002,ROI small area,"Tuam, Limerick and Killaloe",037084002,118,2,31,6
037084001,ROI small area,"Tuam, Limerick and Killaloe",037084001,89,11,47,5
037086003,ROI small area,"Tuam, Limerick and Killaloe",037086003,120,9,30,13
167082021,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
147035026,ROI small area,Meath and Kildare,147035026,219,17,17,1
167038008,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
167038009,ROI small area,Meath and Kildare,167038009,167,14,33,11
167038010,ROI small area,Meath and Kildare,167038010,250,18,104,10
147038008,ROI small area,Meath and Kildare,147038008,117,6,27,0
147011005,ROI small area,Meath and Kildare,147011005,344,9,51,13
147030001,ROI small area,Meath and Kildare,147030001,331,33,62,5
147030004,ROI small area,Meath and Kildare,147030004,290,15,50,1
157081001,ROI small area,"Tuam, Limerick and Killaloe",157081001,152,10,13,4
157036005,ROI small area,"Tuam, Limerick and Killaloe",157036005,287,10,12,16
157008001/157008003,ROI small area,"Tuam, Limerick and Killaloe",157008001/157008003,92,4,6,5
157008004,ROI small area,"Tuam, Limerick and Killaloe",157008004,179,4,9,3
157111001,ROI small area,"Tuam, Limerick and Killaloe",157111001,156,5,8,9
157111003,ROI small area,"Tuam, Limerick and Killaloe",157111003,205,4,11,4
157111004,ROI small area,"Tuam, Limerick and Killaloe",157111004,127,3,7,1
167031001,ROI small area,Meath and Kildare,167031001,354,17,34,11
167079001,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
167031003,ROI small area,Meath and Kildare,167031003,260,29,41,15
167087004,ROI small area,Meath and Kildare,167087004,212,14,43,14
167031002,ROI small area,Meath and Kildare,167031002,232,19,42,11
167054003,ROI small area,Meath and Kildare,167054003,284,11,25,5
167054002,ROI small area,Meath and Kildare,167054002,341,30,40,14
167054005,ROI small area,Meath and Kildare,167054005,294,13,52,12
167054001,ROI small area,Meath and Kildare,167054001,361,34,62,2
167030021,ROI small area,Meath and Kildare,167030021,192,20,35,8
027007002,ROI small area,"Kilmore, Elphin and Ardagh",027007002,149,15,10,1
027046002,ROI small area,"Kilmore, Elphin and Ardagh",027046002,197,28,8,26
027093001,ROI small area,"Kilmore, Elphin and Ardagh",027093001,255,11,23,16
027093003,ROI small area,"Kilmore, Elphin and Ardagh",027093003,144,6,12,2
027082001,ROI small area,"Kilmore, Elphin and Ardagh",027082001,257,14,19,4
027066002,ROI small area,"Kilmore, Elphin and Ardagh",027066002,256,10,11,5
027059002,ROI small area,"Kilmore, Elphin and Ardagh",027059002,127,33,7,12
027042002,ROI small area,"Kilmore, Elphin and Ardagh",027042002,203,22,12,5
157121002,ROI small area,"Tuam, Limerick and Killaloe",157121002,86,0,13,4
157066002,ROI small area,"Tuam, Limerick and Killaloe",157066002,201,1,20,9
157066003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157047003,ROI small area,"Tuam, Limerick and Killaloe",157047003,190,4,12,6
157120003,ROI small area,"Tuam, Limerick and Killaloe",157120003,194,9,8,3
157047002,ROI small area,"Tuam, Limerick and Killaloe",157047002,222,4,4,2
157015002,ROI small area,"Tuam, Limerick and Killaloe",157015002,178,18,15,0
157015004,ROI small area,"Tuam, Limerick and Killaloe",157015004,284,73,16,13
197031002,ROI small area,"Kilmore, Elphin and Ardagh",197031002,147,13,19,0
197075001,ROI small area,"Kilmore, Elphin and Ardagh",197075001,173,7,9,1
197053002,ROI small area,"Kilmore, Elphin and Ardagh",197053002,177,7,9,5
167002001,ROI small area,Meath and Kildare,167002001,265,29,28,3
167010002,ROI small area,Meath and Kildare,167010002,317,22,34,14
167060002,ROI small area,Meath and Kildare,167060002,397,17,39,5
167002002,ROI small area,Meath and Kildare,167002002,314,15,27,4
167002003,ROI small area,Meath and Kildare,167002003,274,17,33,7
167002007,ROI small area,Meath and Kildare,167002007,303,8,21,22
167060001,ROI small area,Meath and Kildare,167060001,297,12,24,1
167039015,ROI small area,Meath and Kildare,167039015,159,29,17,11
167012001,ROI small area,Meath and Kildare,167012001,277,8,32,7
167016001,ROI small area,Meath and Kildare,167016001,241,11,24,1
167039001,ROI small area,Meath and Kildare,167039001,259,33,38,5
167089003,ROI small area,Meath and Kildare,167089003,279,10,15,10
167002006,ROI small area,Meath and Kildare,167002006,239,8,31,2
167065076,ROI small area,Meath and Kildare,167065076,186,13,25,5
167065077,ROI small area,Meath and Kildare,167065077,129,24,13,5
067165004,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
067009003,ROI small area,"Tuam, Limerick and Killaloe",067009003,246,6,31,13
067055001,ROI small area,"Tuam, Limerick and Killaloe",067055001,238,16,43,10
067055004,ROI small area,"Tuam, Limerick and Killaloe",067055004,394,9,40,12
067157001,ROI small area,"Tuam, Limerick and Killaloe",067157001,309,18,22,14
067165002,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
067165003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
067165005,ROI small area,"Tuam, Limerick and Killaloe",067165005,174,4,28,8
067165006,ROI small area,"Tuam, Limerick and Killaloe",067165006,208,3,25,7
067157003,ROI small area,"Tuam, Limerick and Killaloe",067157003,206,9,15,7
067144001,ROI small area,"Tuam, Limerick and Killaloe",067144001,361,7,36,12
067126001,ROI small area,"Tuam, Limerick and Killaloe",067126001,216,9,54,10
067020001,ROI small area,"Tuam, Limerick and Killaloe",067020001,200,11,56,20
047023003,ROI small area,"Cork, Cloyne and Ross",047023003,160,7,52,4
047023008,ROI small area,"Cork, Cloyne and Ross",047023008,143,25,57,10
047156001,ROI small area,"Cork, Cloyne and Ross",047156001,144,11,29,6
047105015,ROI small area,"Cork, Cloyne and Ross",047105015,160,8,16,9
047105009,ROI small area,"Cork, Cloyne and Ross",047105009,300,22,58,21
047105004,ROI small area,"Cork, Cloyne and Ross",047105004,195,33,24,13
047086001,ROI small area,"Cork, Cloyne and Ross",047086001,225,9,26,6
047086003,ROI small area,"Cork, Cloyne and Ross",047086003,159,61,42,15
047253003,ROI small area,"Cork, Cloyne and Ross",047253003,393,29,49,20
047253026,ROI small area,"Cork, Cloyne and Ross",047253026,311,29,83,21
047086002,ROI small area,"Cork, Cloyne and Ross",047086002,269,10,29,6
047086004,ROI small area,"Cork, Cloyne and Ross",047086004,145,10,30,18
047156003,ROI small area,"Cork, Cloyne and Ross",047156003,236,13,25,2
047173003,ROI small area,"Cork, Cloyne and Ross",047173003,170,5,41,4
047156002,ROI small area,"Cork, Cloyne and Ross",047156002,195,7,29,2
047173004,ROI small area,"Cork, Cloyne and Ross",047173004,261,22,41,4
047202003,ROI small area,"Cork, Cloyne and Ross",047202003,231,9,44,19
047205002,ROI small area,"Cork, Cloyne and Ross",047205002,232,11,30,10
047229005,ROI small area,"Cork, Cloyne and Ross",047229005,188,2,34,4
157120001,ROI small area,"Tuam, Limerick and Killaloe",157120001,278,14,42,3
157141006,ROI small area,"Tuam, Limerick and Killaloe",157141006,173,7,19,8
157120005,ROI small area,"Tuam, Limerick and Killaloe",157120005,173,7,18,4
157143002,ROI small area,"Tuam, Limerick and Killaloe",157143002,233,0,25,16
157119003,ROI small area,"Tuam, Limerick and Killaloe",157119003,159,2,17,1
157148002,ROI small area,"Tuam, Limerick and Killaloe",157148002,187,14,37,17
157148001,ROI small area,"Tuam, Limerick and Killaloe",157148001,195,14,26,14
157119001,ROI small area,"Tuam, Limerick and Killaloe",157119001,149,5,17,2
167065084,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
167065078,ROI small area,Meath and Kildare,167065078,154,6,24,6
167065059,ROI small area,Meath and Kildare,167065059,116,10,14,9
167065024,ROI small area,Meath and Kildare,167065024,343,33,37,6
167004004,ROI small area,Meath and Kildare,167004004,257,12,13,13
167004001,ROI small area,Meath and Kildare,167004001,209,10,39,5
167041005,ROI small area,Meath and Kildare,167041005,173,18,31,24
167004003,ROI small area,Meath and Kildare,167004003,242,12,19,15
167004002,ROI small area,Meath and Kildare,167004002,244,10,15,22
167023001,ROI small area,Meath and Kildare,167023001,338,11,48,20
027073003,ROI small area,"Kilmore, Elphin and Ardagh",027073003,405,22,33,3
027020002,ROI small area,"Kilmore, Elphin and Ardagh",027020002,278,25,28,9
027004005,ROI small area,"Kilmore, Elphin and Ardagh",027004005,171,41,16,25
027048002,ROI small area,Meath and Kildare,027048002,204,16,12,14
167069001,ROI small area,Meath and Kildare,167069001,176,11,18,11
167014001,ROI small area,Meath and Kildare,167014001,175,8,22,2
167014002,ROI small area,Meath and Kildare,167014002,206,17,11,16
167018001,ROI small area,Meath and Kildare,167018001,203,25,32,5
167018003,ROI small area,Meath and Kildare,167018003,243,2,30,4
167018004,ROI small area,Meath and Kildare,167018004,203,5,16,3
167048001,ROI small area,Meath and Kildare,167048001,192,8,20,4
167069002,ROI small area,Meath and Kildare,167069002,156,16,25,5
167074002,ROI small area,Meath and Kildare,167074002,235,22,25,4
167074003,ROI small area,Meath and Kildare,167074003,407,26,65,21
167003003,ROI small area,Meath and Kildare,167003003,203,14,33,9
207009002,ROI small area,"Tuam, Limerick and Killaloe",207009002,221,9,32,3
207031001,ROI small area,"Tuam, Limerick and Killaloe",207031001,302,63,33,10
207031002,ROI small area,"Tuam, Limerick and Killaloe",207031002,168,17,28,9
207021002,ROI small area,"Tuam, Limerick and Killaloe",207021002,268,24,54,8
237035004,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
237015001,ROI small area,Meath and Kildare,237015001,267,9,29,1
237011001,ROI small area,Meath and Kildare,237011001,267,16,28,28
237035001,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
237034001,ROI small area,Meath and Kildare,237034001,215,14,20,17
237072001,ROI small area,Meath and Kildare,237072001,93,8,19,1
237081001,ROI small area,Meath and Kildare,237081001,358,32,53,17
237042001,ROI small area,Meath and Kildare,237042001,223,24,37,12
237069003,ROI small area,Meath and Kildare,237069003,128,9,12,10
237018001,ROI small area,"Kilmore, Elphin and Ardagh",237018001,132,24,18,9
047279001,ROI small area,"Cork, Cloyne and Ross",047279001,246,6,36,3
067062002,ROI small area,"Tuam, Limerick and Killaloe",067062002,209,14,18,11
067062001,ROI small area,"Tuam, Limerick and Killaloe",067062001,185,6,8,3
067141001,ROI small area,"Tuam, Limerick and Killaloe",067141001,186,16,22,10
187047002,ROI small area,"Tuam, Limerick and Killaloe",187047002,187,7,10,5
197035001,ROI small area,"Tuam, Limerick and Killaloe",197035001,205,10,7,9
197045002,ROI small area,"Tuam, Limerick and Killaloe",197045002,188,4,12,5
197014001,ROI small area,"Tuam, Limerick and Killaloe",197014001,264,3,15,28
167009002,ROI small area,Meath and Kildare,167009002,383,10,56,27
167090001,ROI small area,Meath and Kildare,167090001,271,7,22,10
167019001,ROI small area,Meath and Kildare,167019001,192,8,27,8
167045003,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
167035003,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
167045002,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
167006001,ROI small area,Meath and Kildare,167006001,205,12,45,6
167090014,ROI small area,Meath and Kildare,167090014,243,11,36,1
167043001,ROI small area,Meath and Kildare,167043001,527,16,29,4
167076002,ROI small area,Meath and Kildare,167076002,247,9,36,8
167087003,ROI small area,Meath and Kildare,167087003,174,17,29,3
167054004,ROI small area,Meath and Kildare,167054004,267,20,34,6
167032004,ROI small area,Meath and Kildare,167032004,216,17,29,0
117027001,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
207019005,ROI small area,"Kilmore, Elphin and Ardagh",207019005,218,21,27,6
117074002,ROI small area,"Kilmore, Elphin and Ardagh",117074002,141,13,47,9
117063009,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
117063010,ROI small area,"Kilmore, Elphin and Ardagh",117063010,88,8,14,5
157038004,ROI small area,"Tuam, Limerick and Killaloe",157038004,150,3,9,0
157144001,ROI small area,"Tuam, Limerick and Killaloe",157144001,189,2,31,2
157038003,ROI small area,"Tuam, Limerick and Killaloe",157038003,162,5,11,2
157144004,ROI small area,"Tuam, Limerick and Killaloe",157144004,202,13,25,5
157144002,ROI small area,"Tuam, Limerick and Killaloe",157144002,189,6,25,12
157144011,ROI small area,"Tuam, Limerick and Killaloe",157144011,133,26,7,7
157144005,ROI small area,"Tuam, Limerick and Killaloe",157144005,269,5,21,2
157044001,ROI small area,"Tuam, Limerick and Killaloe",157044001,162,9,40,9
157067001,ROI small area,"Tuam, Limerick and Killaloe",157067001,134,8,8,1
157033002,ROI small area,"Tuam, Limerick and Killaloe",157033002,151,3,22,3
157033003,ROI small area,"Tuam, Limerick and Killaloe",157033003,158,3,6,5
157005001,ROI small area,"Tuam, Limerick and Killaloe",157005001,139,11,24,3
157005003,ROI small area,"Tuam, Limerick and Killaloe",157005003,255,9,24,4
157025006,ROI small area,"Tuam, Limerick and Killaloe",157025006,73,9,8,11
157115001,ROI small area,"Tuam, Limerick and Killaloe",157115001,133,6,13,15
157096003,ROI small area,"Tuam, Limerick and Killaloe",157096003,212,18,26,4
157005002,ROI small area,"Tuam, Limerick and Killaloe",157005002,164,7,10,0
157096005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157151001,ROI small area,"Tuam, Limerick and Killaloe",157151001,92,12,7,1
197004002,ROI small area,"Tuam, Limerick and Killaloe",197004002,143,16,17,1
167080004,ROI small area,Meath and Kildare,167080004,281,8,38,7
167080002,ROI small area,Meath and Kildare,167080002,273,6,27,5
167041001,ROI small area,Meath and Kildare,167041001,138,4,16,1
167041002,ROI small area,Meath and Kildare,167041002,302,11,31,9
167035001,ROI small area,Meath and Kildare,167035001,362,12,43,33
237064003,ROI small area,Meath and Kildare,237064003,221,6,35,0
267091002,ROI small area,Meath and Kildare,267091002,185,67,41,13
037086005,ROI small area,"Tuam, Limerick and Killaloe",037086005,198,21,67,23
067110003,ROI small area,"Tuam, Limerick and Killaloe",067110003,140,3,19,22
067110005,ROI small area,"Tuam, Limerick and Killaloe",067110005,122,7,16,4
067110006,ROI small area,"Tuam, Limerick and Killaloe",067110006,148,16,59,11
067110004,ROI small area,"Tuam, Limerick and Killaloe",067110004,180,7,25,9
067110007,ROI small area,"Tuam, Limerick and Killaloe",067110007,240,5,46,52
067155001,ROI small area,"Tuam, Limerick and Killaloe",067155001,142,7,17,11
067041004/067041005,ROI small area,"Tuam, Limerick and Killaloe",067041004/067041005,128,3,8,11
067194004,ROI small area,"Tuam, Limerick and Killaloe",067194004,98,2,6,2
067155003,ROI small area,"Tuam, Limerick and Killaloe",067155003,182,14,25,14
067041001,ROI small area,"Tuam, Limerick and Killaloe",067041001,138,17,5,4
067182001,ROI small area,"Tuam, Limerick and Killaloe",067182001,58,4,15,4
067102002,ROI small area,"Tuam, Limerick and Killaloe",067102002,252,15,19,3
067200004,ROI small area,"Tuam, Limerick and Killaloe",067200004,220,7,19,8
067163003,ROI small area,"Tuam, Limerick and Killaloe",067163003,327,23,28,14
177028001,ROI small area,"Kilmore, Elphin and Ardagh",177028001,329,8,14,1
117063011,ROI small area,"Kilmore, Elphin and Ardagh",117063011,137,1,16,9
027049001,ROI small area,"Kilmore, Elphin and Ardagh",027049001,229,36,42,15
117009001,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
117069001,ROI small area,"Kilmore, Elphin and Ardagh",117069001,78,7,12,1
117039001,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
117039002,ROI small area,"Kilmore, Elphin and Ardagh",117039002,154,10,13,3
117024002,ROI small area,"Kilmore, Elphin and Ardagh",117024002,141,6,24,2
117024001,ROI small area,"Kilmore, Elphin and Ardagh",117024001,120,7,21,0
027086001,ROI small area,"Kilmore, Elphin and Ardagh",027086001,104,10,9,6
167006004,ROI small area,Meath and Kildare,167006004,232,27,51,24
167076001,ROI small area,Meath and Kildare,167076001,250,26,47,4
027006006,ROI small area,"Kilmore, Elphin and Ardagh",027006006,108,39,25,28
117063001,ROI small area,"Kilmore, Elphin and Ardagh",117063001,295,39,47,16
207026001,ROI small area,"Kilmore, Elphin and Ardagh",207026001,140,2,46,8
117077004,ROI small area,"Kilmore, Elphin and Ardagh",117077004,192,10,29,25
117058004,ROI small area,"Kilmore, Elphin and Ardagh",117058004,191,14,45,4
117058005,ROI small area,"Kilmore, Elphin and Ardagh",117058005,131,22,35,7
117050002,ROI small area,"Kilmore, Elphin and Ardagh",117050002,134,15,19,9
057019003,ROI small area,"Kilmore, Elphin and Ardagh",057019003,237,8,23,11
057019005,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
167030017,ROI small area,Meath and Kildare,167030017,332,33,58,13
167078002,ROI small area,Meath and Kildare,167078002,464,30,49,12
167078030,ROI small area,Meath and Kildare,167078030,164,20,44,10
167078025,ROI small area,Meath and Kildare,167078025,478,35,61,32
067184009,ROI small area,"Tuam, Limerick and Killaloe",067184009,252,6,27,11
067184015,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
067021004,ROI small area,"Tuam, Limerick and Killaloe",067021004,221,7,32,5
067021002,ROI small area,"Tuam, Limerick and Killaloe",067021002,389,16,33,7
067047005,ROI small area,"Tuam, Limerick and Killaloe",067047005,246,7,29,14
067047007,ROI small area,"Tuam, Limerick and Killaloe",067047007,233,6,33,26
067047008,ROI small area,"Tuam, Limerick and Killaloe",067047008,334,29,36,10
067047001,ROI small area,"Tuam, Limerick and Killaloe",067047001,365,8,20,13
067166001,ROI small area,"Tuam, Limerick and Killaloe",067166001,188,7,22,17
067166003,ROI small area,"Tuam, Limerick and Killaloe",067166003,397,19,29,30
